epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
235,4443.45,0.77714,1.27175,0.54031,1.23749,0.89045,0.87202,0.91622,0.79087,0.89301,0.85441,0.90357,0.75587,0.65745,1.04988,0.38488,1.14931,0.0088417,0.0088417,0.0088417
236,4461.65,0.79074,1.26098,0.53862,1.24632,0.8671,0.87493,0.91078,0.78105,0.86467,0.85824,0.9025,0.74944,0.66274,1.07776,0.37321,1.15868,0.00883675,0.00883675,0.00883675
237,4480.06,0.7763,1.24741,0.51814,1.23389,0.89058,0.85057,0.91397,0.78283,0.90842,0.80077,0.89988,0.74933,0.6667,1.07601,0.36806,1.16694,0.0088318,0.0088318,0.0088318
238,4498.53,0.77651,1.25318,0.52396,1.23133,0.88996,0.86973,0.91764,0.78138,0.87803,0.85057,0.90485,0.75748,0.66839,1.06317,0.3631,1.15848,0.00882685,0.00882685,0.00882685
239,4517.13,0.76168,1.24929,0.51668,1.22239,0.85609,0.8659,0.915,0.77665,0.84852,0.85824,0.90553,0.74985,0.67407,1.05925,0.37021,1.17151,0.0088219,0.0088219,0.0088219
240,4535.64,0.77413,1.24551,0.52339,1.2272,0.85753,0.84291,0.91285,0.77602,0.84497,0.83528,0.9044,0.74781,0.68188,1.05934,0.35046,1.17468,0.00881695,0.00881695,0.00881695
241,4554.04,0.7732,1.24017,0.51442,1.23272,0.88677,0.84674,0.91855,0.78403,0.87509,0.83525,0.90836,0.75781,0.66618,1.05574,0.35321,1.15754,0.008812,0.008812,0.008812
242,4574.45,0.78097,1.26518,0.53421,1.24091,0.86621,0.84343,0.91401,0.77922,0.866,0.82375,0.89496,0.7507,0.66263,1.04703,0.35523,1.16006,0.00880705,0.00880705,0.00880705
243,4592.83,0.77407,1.23477,0.52491,1.23185,0.88456,0.86207,0.91736,0.78633,0.86912,0.84674,0.8972,0.74839,0.66877,1.04896,0.36113,1.17054,0.0088021,0.0088021,0.0088021
244,4611.07,0.77449,1.22306,0.52111,1.23231,0.89319,0.86507,0.91808,0.78397,0.89037,0.84016,0.90278,0.7502,0.66752,1.05064,0.3601,1.178,0.00879715,0.00879715,0.00879715
245,4629.25,0.78466,1.22296,0.52381,1.23955,0.87896,0.86207,0.9207,0.78709,0.86334,0.84674,0.90441,0.74971,0.66546,1.0499,0.35659,1.18265,0.0087922,0.0087922,0.0087922
246,4647.54,0.76877,1.2214,0.52102,1.23248,0.89509,0.84992,0.9112,0.78213,0.8762,0.84065,0.89437,0.74945,0.66049,1.05,0.37088,1.17098,0.00878725,0.00878725,0.00878725
247,4665.78,0.78378,1.24328,0.52252,1.22802,0.89762,0.86207,0.91622,0.78749,0.87382,0.87739,0.90807,0.75259,0.66428,1.05673,0.37948,1.16192,0.0087823,0.0087823,0.0087823
248,4684.3,0.77122,1.27995,0.52026,1.23158,0.89012,0.85441,0.90874,0.78191,0.8697,0.85057,0.90241,0.74716,0.66265,1.05131,0.35757,1.16902,0.00877735,0.00877735,0.00877735
249,4702.82,0.77722,1.25971,0.52148,1.24771,0.88652,0.87356,0.91344,0.78046,0.87724,0.8659,0.90233,0.75113,0.66391,1.03596,0.35433,1.16455,0.0087724,0.0087724,0.0087724
250,4720.99,0.7819,1.26151,0.51834,1.23466,0.89806,0.87356,0.92163,0.79026,0.8823,0.85824,0.90946,0.75724,0.66928,1.03584,0.36943,1.15962,0.00876745,0.00876745,0.00876745
251,4739.44,0.7821,1.25366,0.52818,1.23736,0.85234,0.8625,0.91477,0.78868,0.8334,0.84334,0.89588,0.74806,0.65411,1.06738,0.37008,1.14213,0.0087625,0.0087625,0.0087625
252,4758.01,0.78361,1.23006,0.51672,1.2376,0.87993,0.87041,0.91351,0.78805,0.86831,0.85892,0.90121,0.75151,0.65632,1.0592,0.37534,1.14502,0.00875755,0.00875755,0.00875755
253,4776.43,0.78039,1.23654,0.52502,1.23584,0.90353,0.86123,0.9163,0.79386,0.88734,0.85824,0.90689,0.75363,0.64474,1.04873,0.37585,1.13762,0.0087526,0.0087526,0.0087526
254,4795.14,0.78643,1.24581,0.53056,1.23739,0.89823,0.85057,0.91982,0.79148,0.88676,0.84674,0.91599,0.75827,0.65328,1.02781,0.3731,1.14596,0.00874765,0.00874765,0.00874765
255,4816.83,0.77142,1.26708,0.5217,1.22769,0.88965,0.86487,0.91723,0.78894,0.87782,0.85338,0.90787,0.75669,0.65603,1.04911,0.3691,1.15478,0.0087427,0.0087427,0.0087427
256,4838.23,0.78267,1.21671,0.52322,1.23112,0.88709,0.84291,0.91616,0.78785,0.88839,0.82345,0.90693,0.75926,0.65083,1.052,0.36265,1.14688,0.00873775,0.00873775,0.00873775
257,4857,0.76832,1.25269,0.51564,1.22781,0.85908,0.8659,0.90935,0.77937,0.84768,0.85441,0.90106,0.74887,0.66073,1.07355,0.37295,1.15993,0.0087328,0.0087328,0.0087328
258,4875.9,0.7647,1.23208,0.52011,1.21957,0.86955,0.86207,0.91484,0.78385,0.85323,0.85057,0.904,0.75528,0.66526,1.05187,0.37634,1.15866,0.00872785,0.00872785,0.00872785
259,4894.53,0.76683,1.20805,0.52183,1.22416,0.86625,0.8685,0.91273,0.78197,0.85746,0.86207,0.90119,0.75547,0.66671,1.04393,0.37418,1.15561,0.0087229,0.0087229,0.0087229
260,4912.96,0.7602,1.20861,0.50715,1.23486,0.87478,0.86207,0.91495,0.78261,0.86073,0.85246,0.90322,0.75746,0.67947,1.06,0.37411,1.15395,0.00871795,0.00871795,0.00871795
261,4931.51,0.77326,1.23292,0.51385,1.22893,0.87476,0.85633,0.91488,0.77989,0.85727,0.85148,0.90097,0.75188,0.68216,1.07941,0.36602,1.15266,0.008713,0.008713,0.008713
262,4950.01,0.76948,1.2575,0.52221,1.2323,0.87694,0.87371,0.92027,0.77943,0.85916,0.86207,0.90451,0.75504,0.67655,1.08663,0.36542,1.14927,0.00870805,0.00870805,0.00870805
263,4968.48,0.75747,1.23619,0.50745,1.22226,0.86272,0.86973,0.91612,0.77459,0.8507,0.86207,0.9051,0.74564,0.67363,1.08625,0.36214,1.1592,0.0087031,0.0087031,0.0087031
264,4986.97,0.76999,1.23276,0.52551,1.22457,0.86011,0.8716,0.91751,0.77842,0.84498,0.85627,0.89615,0.74747,0.67432,1.09097,0.36751,1.16159,0.00869815,0.00869815,0.00869815
265,5005.22,0.75634,1.22422,0.51173,1.21775,0.88553,0.85952,0.91809,0.77994,0.87048,0.85824,0.90091,0.74516,0.67336,1.10334,0.37151,1.16503,0.0086932,0.0086932,0.0086932
266,5023.54,0.77132,1.21198,0.5219,1.2339,0.89462,0.84571,0.91468,0.78219,0.86871,0.85441,0.89489,0.74507,0.67173,1.09153,0.37115,1.16069,0.00868825,0.00868825,0.00868825
267,5042.18,0.77012,1.22863,0.50914,1.22758,0.91284,0.84291,0.91756,0.7841,0.8897,0.85824,0.90509,0.74839,0.67899,1.08571,0.3705,1.16648,0.0086833,0.0086833,0.0086833
268,5060.5,0.772,1.22184,0.52107,1.22494,0.86323,0.84638,0.91182,0.77792,0.85309,0.84548,0.89672,0.73854,0.67616,1.06795,0.36488,1.16306,0.00867835,0.00867835,0.00867835
269,5078.88,0.77717,1.22932,0.52474,1.21952,0.89454,0.83908,0.91736,0.77815,0.88911,0.82942,0.8992,0.74613,0.67157,1.06122,0.34873,1.16578,0.0086734,0.0086734,0.0086734
270,5097.37,0.76528,1.21971,0.51561,1.21721,0.89958,0.85809,0.91538,0.78061,0.87773,0.85441,0.89804,0.74967,0.66956,1.05555,0.35584,1.15998,0.00866845,0.00866845,0.00866845
271,5115.85,0.75548,1.23226,0.51672,1.21231,0.89402,0.8659,0.91822,0.78251,0.87602,0.84674,0.89024,0.74688,0.66134,1.04984,0.35277,1.15432,0.0086635,0.0086635,0.0086635
272,5134.22,0.76813,1.23194,0.51782,1.22989,0.86525,0.86973,0.91121,0.77815,0.85382,0.85824,0.89182,0.7453,0.66026,1.03942,0.35537,1.15538,0.00865855,0.00865855,0.00865855
273,5152.73,0.75687,1.21873,0.51035,1.21139,0.90141,0.85057,0.91715,0.78405,0.89146,0.84963,0.90692,0.75773,0.6619,1.02319,0.35841,1.15177,0.0086536,0.0086536,0.0086536
274,5171.1,0.76623,1.19537,0.5099,1.2222,0.89133,0.85441,0.91654,0.78488,0.87854,0.84674,0.90529,0.75616,0.66567,1.04079,0.36275,1.15319,0.00864865,0.00864865,0.00864865
275,5189.54,0.74799,1.22032,0.49846,1.21101,0.88177,0.86207,0.91748,0.78143,0.86452,0.85057,0.90066,0.75619,0.6656,1.03803,0.35415,1.15221,0.0086437,0.0086437,0.0086437
276,5208.05,0.77093,1.23283,0.51393,1.21918,0.88484,0.86973,0.91853,0.7795,0.8752,0.8659,0.9095,0.7573,0.66663,1.02854,0.35546,1.14914,0.00863875,0.00863875,0.00863875
277,5226.46,0.75939,1.23524,0.51248,1.21655,0.8943,0.86207,0.9195,0.78593,0.88115,0.85217,0.90241,0.75888,0.67236,1.04161,0.35173,1.15421,0.0086338,0.0086338,0.0086338
278,5244.75,0.76835,1.25649,0.52447,1.22161,0.88744,0.87739,0.9136,0.77936,0.87185,0.86023,0.89174,0.74975,0.67367,1.05057,0.35012,1.16171,0.00862885,0.00862885,0.00862885
279,5263.15,0.75218,1.23978,0.51156,1.21045,0.87674,0.87205,0.9161,0.78248,0.85705,0.87356,0.90097,0.75203,0.66337,1.04498,0.35027,1.15131,0.0086239,0.0086239,0.0086239
280,5281.6,0.74875,1.20054,0.50725,1.2084,0.86497,0.88123,0.91567,0.78281,0.85138,0.8659,0.89613,0.74749,0.66942,1.06614,0.35134,1.16206,0.00861895,0.00861895,0.00861895
281,5299.96,0.77572,1.23642,0.51641,1.22079,0.87444,0.88059,0.9197,0.78859,0.86684,0.87292,0.90511,0.75649,0.66056,1.06449,0.34327,1.15714,0.008614,0.008614,0.008614
282,5318.37,0.75049,1.23356,0.50291,1.20902,0.88155,0.88395,0.91931,0.78688,0.87391,0.87628,0.90602,0.75696,0.66039,1.07593,0.34335,1.15706,0.00860905,0.00860905,0.00860905
283,5336.77,0.75394,1.22455,0.50802,1.21058,0.90013,0.88889,0.92557,0.79335,0.89237,0.88123,0.91133,0.75996,0.6589,1.05393,0.34662,1.1523,0.0086041,0.0086041,0.0086041
284,5355.44,0.76142,1.2357,0.51341,1.21581,0.87464,0.88214,0.91689,0.78648,0.87084,0.8783,0.90725,0.75215,0.66944,1.0612,0.35708,1.15574,0.00859915,0.00859915,0.00859915
285,5373.89,0.75273,1.20604,0.51419,1.22044,0.88096,0.87897,0.92191,0.7871,0.87758,0.87892,0.91274,0.75791,0.67537,1.07433,0.36042,1.16019,0.0085942,0.0085942,0.0085942
286,5392.39,0.75593,1.20842,0.51452,1.20976,0.89277,0.87356,0.91813,0.78222,0.88064,0.85824,0.89797,0.75146,0.66942,1.0739,0.35248,1.16173,0.00858925,0.00858925,0.00858925
287,5410.77,0.76936,1.25316,0.52412,1.22977,0.88677,0.87356,0.91805,0.78829,0.86943,0.86207,0.90325,0.75594,0.65742,1.05603,0.35497,1.15225,0.0085843,0.0085843,0.0085843
288,5429.24,0.76949,1.20839,0.50697,1.21851,0.86727,0.87623,0.91815,0.78428,0.85328,0.86905,0.9065,0.75639,0.66206,1.06431,0.357,1.15413,0.00857935,0.00857935,0.00857935
289,5447.64,0.7659,1.20954,0.50212,1.21285,0.90136,0.85441,0.91919,0.78781,0.88519,0.83908,0.89639,0.75054,0.66418,1.06106,0.36059,1.15447,0.0085744,0.0085744,0.0085744
290,5467.68,0.76212,1.24403,0.51215,1.21505,0.87501,0.87356,0.91863,0.78841,0.85374,0.87224,0.90924,0.75344,0.6629,1.05294,0.35926,1.14961,0.00856945,0.00856945,0.00856945
291,5487.61,0.75047,1.20371,0.50404,1.20781,0.893,0.86333,0.92282,0.79071,0.87456,0.87356,0.9121,0.76141,0.65907,1.06296,0.35322,1.15212,0.0085645,0.0085645,0.0085645
292,5506.06,0.77594,1.23093,0.51572,1.22699,0.91155,0.86866,0.92711,0.79356,0.89646,0.86207,0.90982,0.76306,0.65852,1.05951,0.34872,1.15388,0.00855955,0.00855955,0.00855955
293,5524.7,0.75288,1.22946,0.51524,1.21256,0.88377,0.87356,0.92215,0.79278,0.87656,0.87356,0.91313,0.76178,0.66572,1.06015,0.35305,1.15785,0.0085546,0.0085546,0.0085546
294,5543.35,0.7587,1.22169,0.51114,1.2158,0.86879,0.86973,0.91927,0.7894,0.85608,0.8659,0.90428,0.75656,0.66703,1.06529,0.354,1.15733,0.00854965,0.00854965,0.00854965
295,5561.93,0.7582,1.20457,0.49459,1.20616,0.8992,0.85444,0.92179,0.78972,0.89152,0.85014,0.90537,0.75713,0.669,1.07302,0.36482,1.16018,0.0085447,0.0085447,0.0085447
296,5580.38,0.76089,1.209,0.50446,1.20841,0.89804,0.85057,0.92284,0.79086,0.88134,0.85376,0.90573,0.76109,0.67186,1.05761,0.35851,1.16027,0.00853975,0.00853975,0.00853975
297,5599.09,0.75677,1.20758,0.50394,1.21471,0.89197,0.88123,0.9236,0.79043,0.88421,0.87356,0.90836,0.76174,0.6735,1.0526,0.35917,1.16329,0.0085348,0.0085348,0.0085348
298,5617.52,0.75733,1.19228,0.50181,1.21324,0.89432,0.87541,0.92271,0.79113,0.8866,0.86873,0.90997,0.76447,0.67321,1.05341,0.34972,1.16235,0.00852985,0.00852985,0.00852985
299,5636.08,0.74464,1.19665,0.49544,1.20856,0.88449,0.88011,0.92174,0.7905,0.86166,0.8659,0.90472,0.7612,0.66849,1.05813,0.35078,1.16168,0.0085249,0.0085249,0.0085249
300,5654.5,0.75239,1.17549,0.49933,1.19548,0.87417,0.87835,0.91352,0.78393,0.85891,0.86303,0.89226,0.75419,0.66641,1.07196,0.34511,1.16165,0.00851995,0.00851995,0.00851995
301,5672.92,0.75774,1.23613,0.51532,1.2099,0.8949,0.88085,0.91552,0.78155,0.88315,0.8687,0.8973,0.7567,0.66556,1.061,0.3438,1.15842,0.008515,0.008515,0.008515
302,5691.42,0.74607,1.19956,0.50059,1.20084,0.89964,0.87356,0.91927,0.788,0.86911,0.87356,0.90585,0.76252,0.66853,1.05637,0.34343,1.16081,0.00851005,0.00851005,0.00851005
303,5709.97,0.76665,1.20677,0.51158,1.2196,0.89697,0.86728,0.91901,0.7873,0.8654,0.87356,0.90533,0.76227,0.66831,1.03595,0.35182,1.15833,0.0085051,0.0085051,0.0085051
304,5728.66,0.78308,1.23585,0.52699,1.21742,0.88008,0.8659,0.91867,0.788,0.87191,0.85824,0.9054,0.76312,0.67095,1.03371,0.35138,1.15908,0.00850015,0.00850015,0.00850015
305,5747.35,0.75883,1.22789,0.50833,1.21078,0.9072,0.86207,0.91839,0.78794,0.89171,0.85185,0.90177,0.75792,0.66375,1.04136,0.35386,1.15383,0.0084952,0.0084952,0.0084952
306,5765.88,0.76113,1.23166,0.51357,1.21825,0.89956,0.86973,0.91727,0.78765,0.88351,0.85824,0.90096,0.75652,0.65292,1.05315,0.35626,1.13891,0.00849025,0.00849025,0.00849025
307,5784.25,0.74816,1.19164,0.49426,1.19894,0.89839,0.88081,0.92156,0.79563,0.87885,0.86165,0.89646,0.75704,0.65435,1.06559,0.34965,1.14062,0.0084853,0.0084853,0.0084853
308,5802.75,0.73446,1.15714,0.48804,1.18944,0.91419,0.85824,0.92423,0.79908,0.8938,0.83844,0.8989,0.75698,0.65148,1.06001,0.34744,1.13597,0.00848035,0.00848035,0.00848035
309,5821.15,0.75181,1.20917,0.50515,1.20915,0.88191,0.85843,0.92114,0.79519,0.87017,0.85824,0.90308,0.76094,0.65696,1.047,0.34637,1.13603,0.0084754,0.0084754,0.0084754
310,5839.47,0.7528,1.21315,0.50271,1.21006,0.89462,0.86207,0.91901,0.79231,0.87708,0.84746,0.90099,0.75879,0.66114,1.05238,0.3405,1.13583,0.00847045,0.00847045,0.00847045
311,5857.93,0.76645,1.26695,0.51795,1.21765,0.88637,0.86671,0.91829,0.79295,0.8668,0.84774,0.89968,0.75673,0.66036,1.06907,0.34587,1.13366,0.0084655,0.0084655,0.0084655
312,5879.37,0.75791,1.22205,0.52091,1.21624,0.90672,0.85656,0.91916,0.79469,0.88555,0.82759,0.89809,0.75752,0.65424,1.07394,0.347,1.13347,0.00846055,0.00846055,0.00846055
313,5897.98,0.74835,1.18515,0.50257,1.21087,0.89261,0.85982,0.91969,0.79085,0.87158,0.85057,0.90057,0.75437,0.65361,1.06783,0.34245,1.1355,0.0084556,0.0084556,0.0084556
314,5916.51,0.74892,1.23143,0.50096,1.19916,0.8866,0.86973,0.92032,0.79013,0.86982,0.85441,0.90205,0.75877,0.65432,1.06507,0.3442,1.13368,0.00845065,0.00845065,0.00845065
315,5934.92,0.74485,1.20395,0.49286,1.2023,0.88742,0.88123,0.92088,0.79129,0.87469,0.86973,0.90057,0.75662,0.6506,1.06193,0.34416,1.12867,0.0084457,0.0084457,0.0084457
316,5953.32,0.75387,1.16614,0.50112,1.21015,0.8876,0.87744,0.92287,0.79133,0.8763,0.86857,0.90631,0.75758,0.65601,1.06804,0.34404,1.133,0.00844075,0.00844075,0.00844075
317,5971.91,0.75884,1.20535,0.5049,1.20994,0.88714,0.88123,0.92518,0.79322,0.86965,0.8659,0.90361,0.76114,0.65911,1.06116,0.34398,1.13466,0.0084358,0.0084358,0.0084358
318,5990.53,0.74646,1.20294,0.50696,1.19497,0.8905,0.87242,0.92647,0.79293,0.87925,0.86485,0.91001,0.76175,0.65769,1.05952,0.34477,1.13852,0.00843085,0.00843085,0.00843085
319,6008.84,0.75752,1.2339,0.50388,1.20912,0.88368,0.87356,0.92767,0.79355,0.87277,0.86735,0.91082,0.76288,0.66186,1.05875,0.34637,1.13812,0.0084259,0.0084259,0.0084259
320,6027.06,0.76973,1.2459,0.51363,1.21493,0.8857,0.87739,0.92835,0.79564,0.87703,0.86973,0.91212,0.76486,0.65749,1.05448,0.33693,1.13534,0.00842095,0.00842095,0.00842095
321,6045.46,0.75676,1.20606,0.50353,1.20554,0.89092,0.87739,0.92712,0.79586,0.88049,0.87511,0.9101,0.76546,0.65079,1.04817,0.33892,1.12417,0.008416,0.008416,0.008416
322,6063.68,0.73947,1.18735,0.50594,1.19233,0.90282,0.86973,0.92611,0.79405,0.87586,0.86502,0.91243,0.76339,0.65543,1.04605,0.34216,1.12884,0.00841105,0.00841105,0.00841105
323,6081.96,0.73542,1.17754,0.49057,1.19388,0.90956,0.86973,0.92958,0.79493,0.89677,0.86538,0.91232,0.76226,0.66173,1.0508,0.3408,1.13763,0.0084061,0.0084061,0.0084061
324,6100.25,0.76226,1.22927,0.51066,1.21229,0.90604,0.88669,0.93092,0.79744,0.89468,0.8788,0.9101,0.75994,0.6611,1.04247,0.34314,1.13988,0.00840115,0.00840115,0.00840115
325,6118.35,0.74723,1.19847,0.50393,1.19451,0.91287,0.88309,0.93045,0.79692,0.89826,0.87955,0.90902,0.76149,0.65679,1.04094,0.34399,1.14081,0.0083962,0.0083962,0.0083962
326,6136.6,0.74313,1.21763,0.49282,1.19587,0.90184,0.88002,0.92781,0.79385,0.89006,0.86853,0.90712,0.75919,0.64851,1.03605,0.34213,1.13328,0.00839125,0.00839125,0.00839125
327,6154.82,0.7379,1.17679,0.48513,1.1907,0.89147,0.87356,0.92266,0.79162,0.87907,0.86207,0.90498,0.75803,0.65367,1.0424,0.3435,1.13741,0.0083863,0.0083863,0.0083863
328,6173.02,0.7344,1.20156,0.49218,1.1922,0.87504,0.88538,0.92503,0.79298,0.86368,0.87389,0.90464,0.7593,0.64925,1.03943,0.33992,1.13503,0.00838135,0.00838135,0.00838135
329,6191.35,0.74566,1.14882,0.49431,1.19193,0.88512,0.88123,0.92381,0.79011,0.86868,0.8659,0.90195,0.75884,0.64752,1.03241,0.34406,1.12995,0.0083764,0.0083764,0.0083764
330,6209.77,0.73904,1.19164,0.49647,1.19975,0.91292,0.8837,0.92524,0.79511,0.90112,0.87292,0.90696,0.76051,0.64681,1.03063,0.34426,1.1248,0.00837145,0.00837145,0.00837145
331,6227.84,0.73939,1.19736,0.50256,1.198,0.89567,0.88809,0.92421,0.79734,0.87935,0.87739,0.90283,0.75629,0.64686,1.04532,0.34241,1.1262,0.0083665,0.0083665,0.0083665
332,6245.93,0.73655,1.17673,0.49256,1.20189,0.89198,0.88587,0.92619,0.79864,0.88073,0.87739,0.91031,0.75851,0.64751,1.05418,0.34136,1.1296,0.00836155,0.00836155,0.00836155
333,6264.2,0.76024,1.15486,0.49638,1.20455,0.89535,0.88506,0.92717,0.79806,0.88771,0.87838,0.90874,0.75842,0.64635,1.06309,0.33744,1.13236,0.0083566,0.0083566,0.0083566
334,6284.95,0.74905,1.18483,0.49495,1.19719,0.89538,0.88533,0.92614,0.79826,0.88239,0.88123,0.90689,0.75704,0.64457,1.05769,0.33964,1.13311,0.00835165,0.00835165,0.00835165
335,6305.46,0.7348,1.1452,0.4801,1.19131,0.90114,0.86973,0.92403,0.79982,0.88923,0.85824,0.90589,0.75818,0.63735,1.06197,0.3371,1.13064,0.0083467,0.0083467,0.0083467
336,6323.78,0.75315,1.21759,0.49718,1.21473,0.90134,0.8659,0.92338,0.8005,0.88538,0.85057,0.89976,0.75743,0.63726,1.06115,0.33719,1.13054,0.00834175,0.00834175,0.00834175
337,6342.15,0.73709,1.21456,0.49072,1.19501,0.89297,0.86311,0.92171,0.80043,0.8829,0.84674,0.89852,0.759,0.63596,1.06128,0.33612,1.13178,0.0083368,0.0083368,0.0083368
338,6360.44,0.72838,1.13471,0.48028,1.18177,0.90476,0.86207,0.92396,0.8031,0.88868,0.84674,0.9007,0.75801,0.63776,1.06282,0.33402,1.13078,0.00833185,0.00833185,0.00833185
339,6378.56,0.7398,1.18644,0.48965,1.19955,0.90462,0.86207,0.92412,0.80367,0.89002,0.85057,0.90186,0.7625,0.63787,1.06362,0.33163,1.12752,0.0083269,0.0083269,0.0083269
340,6399.66,0.73663,1.21103,0.49251,1.19509,0.89463,0.86207,0.92639,0.80219,0.88153,0.85441,0.90852,0.76522,0.6329,1.05505,0.32477,1.12275,0.00832195,0.00832195,0.00832195
341,6419.95,0.74625,1.19621,0.4864,1.19646,0.90924,0.8659,0.9269,0.80307,0.8928,0.85441,0.90805,0.7685,0.63453,1.04757,0.32259,1.12555,0.008317,0.008317,0.008317
342,6438.32,0.74097,1.18499,0.50971,1.20175,0.89879,0.8659,0.92753,0.80131,0.88902,0.85824,0.91317,0.76999,0.63869,1.04244,0.31959,1.12823,0.00831205,0.00831205,0.00831205
343,6456.84,0.73672,1.17828,0.48811,1.19472,0.90819,0.8659,0.92801,0.80255,0.89613,0.85441,0.91093,0.76676,0.64304,1.04488,0.31846,1.13416,0.0083071,0.0083071,0.0083071
344,6475.2,0.73586,1.18039,0.49569,1.19908,0.89248,0.8659,0.92765,0.80192,0.877,0.84691,0.90479,0.7628,0.64386,1.04368,0.32176,1.13575,0.00830215,0.00830215,0.00830215
345,6493.49,0.7328,1.19836,0.48539,1.18642,0.89352,0.87739,0.92728,0.80109,0.87713,0.86207,0.90328,0.76183,0.64488,1.04904,0.3249,1.13563,0.0082972,0.0082972,0.0082972
346,6511.85,0.74401,1.18728,0.49259,1.19394,0.89872,0.87739,0.92979,0.80297,0.87909,0.86355,0.90854,0.76393,0.64858,1.05078,0.32345,1.13767,0.00829225,0.00829225,0.00829225
347,6530.13,0.75891,1.17839,0.50331,1.20496,0.89777,0.87356,0.92764,0.8012,0.87089,0.8659,0.90275,0.76184,0.65316,1.05093,0.32479,1.137,0.0082873,0.0082873,0.0082873
348,6548.53,0.73748,1.19037,0.48767,1.19794,0.90464,0.87234,0.92767,0.8002,0.88224,0.8659,0.90634,0.76342,0.64765,1.05369,0.32314,1.13233,0.00828235,0.00828235,0.00828235
349,6566.9,0.74187,1.18614,0.49177,1.2006,0.89725,0.8659,0.92532,0.79928,0.87671,0.86973,0.91128,0.76516,0.64102,1.05942,0.32058,1.12666,0.0082774,0.0082774,0.0082774
350,6585.31,0.734,1.19843,0.4805,1.19646,0.90418,0.86769,0.92781,0.80072,0.87285,0.86207,0.90617,0.76188,0.64095,1.06031,0.31933,1.12807,0.00827245,0.00827245,0.00827245
351,6603.95,0.74704,1.19134,0.49425,1.20616,0.90375,0.8659,0.92802,0.80248,0.86285,0.85824,0.9064,0.76381,0.64095,1.06122,0.31496,1.12962,0.0082675,0.0082675,0.0082675
352,6622.48,0.73522,1.19945,0.4837,1.19231,0.90363,0.86224,0.92782,0.80267,0.87852,0.85441,0.90793,0.76071,0.64364,1.05966,0.31086,1.13159,0.00826255,0.00826255,0.00826255
